abszurd;melléknév
abszurdum;főnév
abszurd;melléknév
abszcissza;főnév
abszencia;főnév
abszentista;főnév
abszentizmus;főnév
abszentál;ige
abszentáljamagát;kifejezés
abszint;főnév
abszolutisztikus;melléknév
abszolutizmus;főnév
abszolutórium;főnév
abszolvens;főnév
abszolvál;ige
abszolúció;főnév
abszolút;melléknév
abszolúte;határozószó
abszolúte;határozószó
absolútorium;főnév
abszolútum;főnév
geometria;főnév
monarchia;főnév
abszorbens;melléknév
abszorbeál;ige
abszorbeáló;melléknév
abszorpció;főnév
absztinencia;főnév
absztinens;melléknév
absztrahál;ige
absztrakció;főnév
absztrakt;melléknév
absztraktum;főnév
abszurd;melléknév
abszurdum;főnév
Abuja;tulajdonnév
abúlia;főnév
abundancia;főnév
abundancia;főnév
abusive;határozó
abúzus;főnév
abususnontollitusum;kifejezés
abyssus;főnév
abyssusabyssuminvocat;kifejezés
abcúg;indulatszó
abcúgol;ige
ababsurdo;kifejezés
abesseadposse;kifejezés
abhino;kifejezés
abhocetabhac;kifejezés
abimopectore;határozó
abinitio;kifejezés
abintestato;kifejezés
abinvisis;határozó
abirato;határozó
abovousqueadmala;szófaj
abseterno;főnév
abuniversaliadparticulare;kifejezés
Abád;tulajdonnév
Abádszalók;tulajdonnév;földrajzinév
abárol;abál;ige
abáló;abárló;melléknév
abáló;abárló;melléknév
abárol;abál;ige
Abélia;tulajdonnév
abúlia;főnév
abúzus;főnév
C;c;betű
académiedessciences;kifejezés
AcadémieRoyaledeMusique;kifejezés
akazsú;főnév
acalculia;főnév
Acanthocephala;főnév
acanthoid;melléknév
acanthoma;főnév
acanthosis;főnév
acariasis;főnév
aszat;főnév
accarezzevole;határozó
accedál;ige
accelerando;határozó
acceleráció;főnév
acceleráció;főnév
akcentuáció;főnév
ékezet;főnév
akcentuál;ige
akcentuált;melléknév
akcept;főnév
akceptábilis;főnév
akceptáns;főnév
akceptál;ige
accessit;főnév
akcesszórius;melléknév
akcidencia;főnév
accidenciák;főnév
akcidens;főnév
akcidentális;melléknév
akcidencia;főnév
accidenciák;főnév
acciditinpunctoquodnonsperaturinanno;kifejezés
accipiál;ige
accisa;főnév
accise;főnév
akklamáció;főnév
akklamációval;határozószó
akklamál;ige
akklimatizáció;főnév
akklimatizál;ige
akklimatizál;ige
accludál;ige
acclusum;főnév
akkomodáció;főnév
akkomodál;ige
akkomodáció;főnév
accompagnement;főnév
akkordál;ige
accoucheur;főnév
Accra;tulajdonnév
akkreditív;főnév
akkreditíva;főnév
akkreditál;ige
akkreditált;melléknév
akkumulátor;főnév
akkumulál;ige
akkurát;határozószó
akkurát;határozószó
akkurátesz;főnév
akkurátus;melléknév
accusatio;főnév
accusativus;főnév
accusator;főnév
accusatorius;melléknév
acephal;melléknév
acervulus;főnév
acetabulum;főnév
acetilkolin;főnév
acetilkolinészteráz;főnév
acetilén;főnév
acetilénlámpa;főnév
aceto;főnév
aceton;főnév
acetát;főnév
acharnement;főnév
Achilles;tulajdonnév
akromatikus;melléknév
achromatopsia;főnév
achca;kifejezés
acháj;főnév
achát;agát;főnév
Acicét;tulajdonnév
aciditás;főnév
acidum;főnév
acidózis;főnév
acne;főnév
aconitum;főnév
acquatinta;főnév
acquatofana;főnév
akvirál;ige
akvizitőr;főnév
akvizíció;főnév
acquisitor;főnév
acquisitus;melléknév
acquit;főnév
acre;főnév
acromion;főnév
akropolisz;Akropolisz;főnév
acroposthitis;főnév
Cs;cs;betű
Acsa;tulajdonnév;földrajzinév
Acsalag;tulajdonnév;földrajzinév
acsalapu;főnév
acsarkodik;ige
acsarkodás;főnév
acsarkodik;ige
Acsád;tulajdonnév;földrajzinév
akt;főnév
akta;főnév
actaad;ige
ACTH;főnév
akcia;főnév
actinodermatitis;főnév
actinomycosis;főnév
akció;főnév
akciórádiusz;főnév
actioradius;főnév
aktív;melléknév
aktíva;főnév
aktivitás;főnév
aktivál;ige
akcióképes;melléknév
akcióképesség;főnév
aktor;főnév
actoratus;főnév
actrix;főnév
aktuális;melléknév
aktualitás;főnév
actuarius;főnév
aktus;főnév
actusmajorispotentiae;kifejezés
acuitas;főnév
akut;melléknév
acél;főnév
acélcső;főnév
acéldarab;főnév
acélfal;főnév
acélfürdő;főnév
acélhengermű;főnév
acélhuzal;főnév
acélideg;főnév
acélipar;főnév
acélizom;főnév
acélizomzat;főnév
acélkohó;főnév
acélkék;melléknév
acéllemez;főnév
acélmarok;főnév
acélmetszet;főnév
acélmű;főnév
acélműves;főnév
acélnemesítő;főnév
acélos;melléknév
acélosodik;ige
acéloz;ige
acélparipa;főnév
acélrugó;főnév
acélszalag;főnév
acélszerkezet;főnév
acélszürke;melléknév
acéltoll;főnév
acéltömb;főnév
acélváz;főnév
acélzöld;melléknév
acélöntvény;főnév
ad;ige
Ada;tulajdonnév
adekvát;melléknév
adekvál;ige
adag;főnév
adagioassai;kifejezés
adagiodimolto;kifejezés
adagio;melléknév
adagioassai;kifejezés
adagiodimolto;kifejezés
adagissimo;határozó
adagium;főnév
adagol;ige
adakozik;ige
adakozás;főnév
adakozó;melléknév
dal;főnév
Adalbert;tulajdonnév
Adalberta;tulajdonnév
adalék;főnév
adalékanyag;főnév
adamita;melléknév
adandó;melléknév
adansonia;főnév
adaptáció;főnév
adapter;főnév
adaptáció;főnév
adaptál;ige
adat;főnév
adatbázis;főnév
adatcsatorna;főnév
adatfeldolgozó;főnév
adatfelvétel;főnév
adatforrás;főnév
adatgyűjtés;főnév
adathalmaz;főnév
adatik;ige
adatol;ige
adatszerű;melléknév
adatszolgáltatás;főnév
adattár;főnév
adde;ige
adde;ige
addenda;főnév
addig;határozószó;névmás
addigi;melléknév
addiglan;határozószó
addigra;határozószó
addikció;főnév
addiktológus;főnév
addiktív;melléknév
addíció;főnév
addsza;főnév
adducens;melléknév
addukció;főnév
addál;ige
addíció;főnév
adekvál;ige
adekvát;melléknév
Adelaida;tulajdonnév
Adelgunda;tulajdonnév
Adelina;tulajdonnév
Adelinda;tulajdonnév
Adelmár;tulajdonnév
Adelung;tulajdonnév
adenectomia;főnév
adenitis;főnév
adenocarcinoma;főnév
adenoma;főnév
adenomegália;főnév
adenotomia;főnév
adenozin;főnév
Adeodát;tulajdonnév
adeptus;főnév
adespoton;kifejezés
adessivus;locativus;főnév
ADH;főnév
adherencia;főnév
adhereál;ige
adhézió;főnév
adherencia;főnév
adherens;melléknév
adhereál;ige
adhézió;főnév
adhezív;melléknév
adhezív;melléknév
adhortáció;főnév
adhortáció;főnév
adhucsubindicelisest;kifejezés
adhucsubjudicelisest;kifejezés
adhézió;főnév
adjektívum;főnév
agyő;kifejezés
Adina;tulajdonnév
adiponectin;főnév
adipose;melléknév
adipositas;főnév
adiposus;melléknév
adjektívum;főnév
adjektívum;főnév
adjonisten;adjisten;főnév
adjonisten;adjisten;főnév
adjudikáció;főnév
adjudikál;ige
adjudikáció;főnév
adjudikál;ige
adjunktúra;főnév
adjunktus;főnév
adjunktus;főnév
adjunktúra;főnév
adjusztál;ige
adjusztál;ige
adjutáns;főnév
adjutórium;főnév
adjutum;főnév
adjutáns;főnév
adjutórium;főnév
adlátus;főnév
adlatusinmilitaribus;kifejezés
adlátus;főnév
adminisztráció;főnév
adminisztrácionális;melléknév
adminisztratív;melléknév
adminisztrátor;főnév
adminisztrál;ige
adminisztratív;melléknév
adminisztrácionális;melléknév
adminisztráció;főnév
adminisztrációs;melléknév
adminisztrál;ige
adminisztrátor;főnév
admirábilis;melléknév
admiralitás;főnév
admirábilis;melléknév
admirális;főnév
admirális;főnév
admisszió;főnév
admisszió;főnév
admisszió;főnév
admittál;ige
admoneál;ige
admoníció;főnév
admoníció;főnév
adnektál;ige
adnekció;főnév
adnektál;ige
adnekció;főnév
adnexum;főnév
adnotál;ige
adogat;ige
adogatás;főnév
adogató;főnév
adoleszcencia;főnév
adoleszcens;főnév
Adolf;tulajdonnév
Adolár;tulajdonnév
adoma;főnév
adomány;főnév
adománybirtok;főnév
adománylevél;főnév
adományos;főnév
adományoz;ige
adományozó;melléknév
adomás;melléknév
adomázik;ige
Adonisz;tulajdonnév
Adony;tulajdonnév;földrajzinév
JHVH;Jahve;Jehova;Elohim;Adonáj;tulajdonnév
adoptáció;főnév
adoperál;ige
adoptáció;főnév
adoptív;főnév
adoptáció;főnév
adoptál;ige
adoptáció;főnév
adoptív;főnév
adoptívfiú;kifejezés
adoratőr;főnév
adoráció;főnév
adoratőr;főnév
adoratőr;főnév
Adorján;tulajdonnév
Adorjánháza;tulajdonnév;földrajzinév
Adorjás;tulajdonnév;földrajzinév
adornál;ige
adoráció;főnév
adorál;ige
adott;melléknév
adottság;főnév
adrenal;melléknév
adrenalectomia;főnév
adrenalin;főnév
adrenocortical;melléknév
ACTH;főnév
adressans;főnév
adresszátus;főnév
adressz;főnév
adressz;főnév
adresszál;ige
adresszátus;főnév
adresszál;ige
adresszál;ige
Adrienn;tulajdonnév
Adrián;tulajdonnév
Adriána;tulajdonnév
adréma;főnév
adspersorium;főnév
adsztringens;főnév
adsztringens;főnév
adszorbeál;ige
adszorpció;főnév
adsztringens;főnév
adta;melléknév
adu;főnév
aduláció;főnév
adulátor;főnév
adulterium;főnév
adultercaputamittat;kifejezés
aduláció;főnév
adulátor;főnév
adu;főnév
aduttoz;ige
advantage;kifejezés
advantagegame;kifejezés
advent;ádvent;főnév
advantage;kifejezés
advantagegame;kifejezés
adventista;főnév
adverbiális;melléknév
adverbium;főnév
adverbiális;melléknév
adverzitás;főnév
adversarius;főnév
adverzitás;főnév
advokatúra;főnév
advocatus;főnév
advocatusdei;kifejezés
advocatusdiaboli;kifejezés
advokatúra;főnév
adabszurdum;kifejezés
adabszurdum;kifejezés
adaktatesz;kifejezés
adaktatesz;kifejezés
adanalogiam;kifejezés
adanalógiam;kifejezés
adanimam;kifejezés
adanimumvenni;kifejezés
adaudiendumregis;kifejezés
adaudiendumregis;kifejezés
adaudiendumverbum;kifejezés
adCalendasGraecas;kifejezés
adCalendasGraecas;kifejezés
adcaptumvulgi;kifejezés
addecretum;határozó
addeliberandum;határozó
addepositum;határozó
adduplicandum;kifejezés
ádécouvert;kifejezés
adexemplum;kifejezés
adextremum;kifejezés
adfuturammemoriam;kifejezés
adCalendasGraecas;kifejezés
adhoc;kifejezés
adhocbizottság;kifejezés
adhominem;kifejezés
adhonorem;kifejezés
adhonores;kifejezés
adimpossibilianemoobligatur;szófaj
adimpossibilianemoobligatur;kifejezés
adinferos;kifejezés
adinfinitum;kifejezés
adinterim;határozó
adjustificandum;kifejezés
adkalendasgraecas;kifejezés
adlátus;főnév
adlibitum;kifejezés
admaioremDeigloriam;kifejezés
admaximum;kifejezés
admeliorem;kifejezés
admensuram;kifejezés
adminimum;kifejezés
admodum;kifejezés
admultosannos;kifejezés
adnormam;kifejezés
adnotam;kifejezés
adnotamvesz;kifejezés
adnotitiam;kifejezés
adoculos;kifejezés
adpatres;kifejezés
adperametsaccum;kifejezés
adperpetuamreimemoriam;kifejezés
adperpetuamreimemoriam;kifejezés
adperpetuamreimemoriam;kifejezés
adpiascausas;kifejezés
adpiosusus;kifejezés
adreferendum;kifejezés
adrem;kifejezés
adspeciem;kifejezés
adsummam;kifejezés
adsummum;kifejezés
adtempus;kifejezés
adtempusvitae;kifejezés
adugrandum;kifejezés
adunguem;kifejezés
adunumomnes;kifejezés
adusumDelphini;kifejezés
advalorem;kifejezés
advocem;kifejezés
Adács;tulajdonnév;földrajzinév
adás;főnév
adáshiba;főnév
adásidő;főnév
adásszünet;főnév
Adásztevel;tulajdonnév;földrajzinév
Adél;tulajdonnév
Adélia;tulajdonnév
adó;melléknév
adóalany;főnév
adóalap;főnév
adóbehajtás;főnév
adóberendezés;főnév
adóbevallás;főnév
adóbélyeg;főnév
adóbérlő;főnév
adócsalás;főnév
adócső;főnév
adódhat;ige
adódik;ige
adódott;melléknév
adóegzekúció;főnév
adóelengedés;főnév
adóellenes;melléknév
adóellenőr;főnév
adóeltitkolás;név
adófelszólamlás;főnév
adófizetés;főnév
adófizető;főnév
adóforrás;főnév
adófőkönyv;főnév
adóhivatal;főnév
adóhivatalnok;főnév
adóhátralék;főnév
adóintés;főnév
adójövedelem;főnév
adókedvezmény;főnév
adókivetés;főnév
adókulcs;főnév
adókészülék;főnév
adóköteles;melléknév
adócső;főnév
adómentes;melléknév
adómorál;főnév
adónem;főnév
adóprés;főnév
adópénztár;főnév
adópótlék;főnév
adórectificáló;főnév
adórendszer;főnév
adórészesedés;főnév
adós;melléknév
adóslevél;főnév
adósság;főnév
adósságmentes;melléknév
adóstárs;főnév
adószedő;főnév
adótartozás;főnév
adóteher;főnév
adótiszt;főnév
adótorony;főnév
adótárgy;főnév
adóvégrehajtó;főnév
adózik;ige
adóztat;ige
adózás;főnév
adózó;főnév
adóállomás;főnév
adóév;főnév
adóív;főnév
adóösszeírás;főnév
adóügy;főnév
Aeacus;tulajdonnév
égisz;főnév
emuláció;főnév
Aeneas;tulajdonnév
enigma;főnév
eocén;melléknév
eolhárfa;aeolhárfa;szélhárfa;főnév
eón;főnév
ekvivalens;melléknév
aequammementorebusinarduisservarementem;kifejezés
ekvanimitás;főnév
ekváció;főnév
ekvátor;főnév
ekvilibrista;főnév
ekvilibrium;főnév
ekvinokcium;főnév
ekviparál;ige
ekvivalens;melléknév
aequivocus;főnév
aequopulsatpede;kifejezés
aer;főnév
éra;főnév
aerarialis;melléknév
aerarialis;melléknév
aerarium;főnév
aereperennius;kifejezés
aerobik;főnév
aerobik;főnév
aerodinamika;főnév
aerodinamika;főnév
aerofágia;főnév
aerolit;főnév
aerolit;főnév
aerométer;főnév
aerométer;főnév
aeronauta;főnév
aeronautika;főnév
aeroplán;főnév
aeroplán;főnév
aerosztát;főnév
aerosztatika;főnév
aeroszol;főnév
aerosztatika;főnév
aerosztát;főnév
aerugonobilis;kifejezés
Aesculap;tulajdonnév
Aesoprókája;kifejezés
esztétika;főnév
esztétikus;melléknév
esztimáció;főnév
esztimál;ige
aestriplex;kifejezés
aetas;főnév
aetasvirilis;kifejezés
aeternitas;főnév
aeternumvale;kifejezés
éter;főnév
éteri;melléknév
éterizál;ige
etiológia;főnév
afelett;afölött;határozószó
afeletti;afölötti;melléknév
afelé;határozószó
afelől;névmás;határozószó
aferézis;főnév
affábilis;melléknév
affabilitás;főnév
affér;főnév
affairedecoeur;főnév
affajta;melléknév
affekta;főnév
affektáció;főnév
affekció;főnév
affektus;főnév
affektál;ige
affektált;melléknév
affekció;főnév
affekta;főnév
affektus;főnév
affektáció;főnév
affektál;ige
affektált;melléknév
affektálás;főnév
affektív;melléknév
afelé;határozószó
afelől;névmás;határozószó
afferens;melléknév
affettuosissimo;határozó
affettuoso;határozó
afis;főnév
afficheur;főnév
afisíroz;ige
afficiál;ige
affiliál;ige
affinitás;főnév
affinitás;főnév
affirmáció;főnév
affirmatív;melléknév
affirmatív;melléknév
affirmáció;főnév
affirmál;ige
affixum;főnév
afflavitdeusetdissipatisunt;kifejezés
afflavitDeusetdissipatisunt;kifejezés
afflictio;főnév
affligál;ige
afflitto;főnév
affrettando;határozó
affrettando;határozó
affreuse;melléknév
affrikáta;főnév
affront;főnév
affábilis;melléknév
afféle;névmás;melléknév
affér;főnév
Afganisztán;tulajdonnév
afgán;főnév
afis;főnév
afisíroz;ige
aforisztikus;melléknév
aforizma;főnév
afrik;főnév
Afrika;főnév
afrikánsz;melléknév
afrikai;melléknév
afrikander;főnév
afrikanista;főnév
afrikánsz;melléknév
afrik;főnév
Afrodité;tulajdonnév
afroázsiai;melléknév
afta;főnév
afázia;főnév
afélium;főnév
afelett;afölött;határozószó
aga;főnév
agaceria;főnév
agaceria;főnév
agancs;főnév
agancsnyelű;melléknév
agancsos;melléknév
agantprovocateur;főnév
agape;főnév
Agapion;tulajdonnév
agapé;főnév
agarász;főnév
agarászik;ige
agatirszek;főnév
agatirszek;főnév
Agaton;tulajdonnév
agávé;főnév
agenda;ágenda;főnév
agenesia;főnév
Agenor;tulajdonnév
ágens;főnév
agent;főnév
agentúra;főnév
agentdechange;kifejezés
azsanprovokatőr;kifejezés
agentúra;főnév
agequodagis;kifejezés
agg;ige
aggastyán;főnév
aggaszt;ige
aggasztó;melléknév
aggat;ige
aggaték;főnév
aggatódzik;ige
Aggeus;tulajdonnév
aggiustamente;főnév
aggkor;főnév
agglegény;főnév
agglomeráció;főnév
agglomeratív;melléknév
agglomeráció;főnév
agglomerál;ige
agglutináció;főnév
agglutináció;főnév
agglutinál;ige
agglutináló;melléknév
aggodalmas;melléknév
aggodalmaskodik;ige
aggodalom;főnév
aggott;melléknév
aggravál;ige
aggraváló;melléknév
aggregátum;főnév
aggregatív;melléknév
aggregál;ige
aggregát;főnév
aggregátor;főnév
aggregátum;főnév
agresszió;főnév
agresszív;melléknév
aggszűz;főnév
aggság;főnév
Aggtelek;tulajdonnév;földrajzinév
aggály;főnév
aggályos;melléknév
aggályoskodik;ige
aggódik;ige
aggódott;melléknév
aggódás;főnév
aggódó;melléknév
aggófű;főnév
aggóskodik;ige
agiatamente;főnév
agilis;melléknév
agilisság;főnév
agilisság;főnév
ázsió;főnév
azsiotázs;főnév
azsiotőr;főnév
agitáció;főnév
agitato;conagitazione;kifejezés
agitátor;főnév
agitátorikus;főnév
agitatív;melléknév
agitad;kifejezés
agitáció;főnév
agitál;ige
agitátor;főnév
agitátorikus;főnév
agitátorikus;főnév
Aglaja;tulajdonnév
Aglája;tulajdonnév
Agmánd;tulajdonnév
agnátus;főnév
Agnella;tulajdonnév
agnoscoveterisvestigiaflamme;kifejezés
agnoscoveterisvestigiaflamme;kifejezés
agnoszkál;ige
agnoszkál;ige
agnoszticizmus;főnév
agnosztikus;melléknév
agnusDei;kifejezés
agnátus;főnév
Agnéta;tulajdonnév
agónia;főnév
agonizál;ige
agonizáció;főnév
agonizál;ige
agora;főnév
agorafóbia;főnév
agogratias;kifejezés
agrafe;főnév
agraffe;főnév
agreement;főnév
agresszió;főnév
agresszivitás;főnév
agresszió;főnév
agresszor;főnév
agresszív;melléknév
agricol;főnév
agrokultúra;főnév
agrokultúra;főnév
agrobiológia;főnév
agrokultúra;főnév
agrokémia;főnév
agronomus;főnév
agronómia;főnév
agronomus;főnév
agronómia;főnév
agronómus;főnév
agrumi;főnév
agráfia;főnév
agráregyetem;főnév
agrárforradalom;főnév
agrárkapitalizmus;főnév
agrárkérdés;főnév
agrármérnök;főnév
agrárolló;főnév
agrárország;főnév
agrárpolitika;főnév
agrárpárt;főnév
agrártudomány;főnév
agrártörvény;főnév
agrárválság;főnév
agrárállam;főnév
agréable;főnév
agreement;főnév
ágrólszakadt;melléknév
aguti;főnév
agy;főnév
agyabugyál;ige
agyafúrt;melléknév
agyafúrt;melléknév
agyag;főnév
agyagbánya;főnév
agyagedény;főnév
agyagföld;főnév
agyaggalamb;főnév
agyagipar;főnév
agyagkő;főnév
agyagminta;főnév
agyagművesség;főnév
agyagos;melléknév
Agyagosszergény;tulajdonnév;földrajzinév
agyagoz;ige
agyagpadló;főnév
agyagpala;főnév
agyagszobor;főnév
agyagtalaj;főnév
agyagtábla;főnév
agyagáru;főnév
agyal;ige
agyalap;főnév
agyalapimirigy;főnév
agyalágyult;melléknév
agyar;főnév
agyargó;melléknév
agyas;melléknév
agyatlan;melléknév
agybaj;főnév
agydaganat;főnév
agyhomok;főnév
agymosás;főnév
agyműködés;főnév
agyonbonyolít;ige
agyonbonyolított;melléknév
agyondicsér;ige
agyondolgoztat;ige
agyonhallgat;ige
agyonlő;ige
agyonüt;ige
agyrém;főnév
agysebészet;főnév
agyszülemény;főnév
agytröszt;főnév
agytályog;főnév
agytörzs;főnév
agyvelő;főnév
guta;agyvérzés;stroke;főnév
agyő;kifejezés
Agád;tulajdonnév
agár;főnév
achát;agát;főnév
Agáta;tulajdonnév
agávé;főnév
agónia;főnév
ah;áh;indulatszó
aha;indulatszó
ahelyett;névmás;határozószó
ahogy;ahogyan;névmás;határozószó;kötőszó
ahhoz;névmás;határozó
ahistorikus;melléknév
ahistorikus;melléknév
Ahmed;tulajdonnév
ahogy;ahogyan;névmás;határozószó;kötőszó
ahogyan;határozószó
ahol;névmás;határozószó;kötőszó
ahonnan;névmás;határozószó;kötőszó
ahonnan;névmás;határozószó;kötőszó
ahova;ahová;névmás;határozószó;kötőszó
ahova;ahová;névmás;határozószó;kötőszó
ahány;névmás;számnév
ahányadik;névmás;sorszámnév
ahányadikra;névmás;határozószó
ahányadszor;névmás;határozószó
ahányan;névmás;határozószó
ahányféle;névmás;melléknév
ahányszor;névmás;határozószó
I;i;betű
Aida;tulajdonnév
aide;főnév
aidedecamp;kifejezés
aigrette;főnév
aiguille;főnév
ailesdepigeon;kifejezés
aimable;melléknév
air;főnév
aj;ej;indulatszó
ajaj;ajajaj;indulatszó
ajaj;ajajaj;indulatszó
ajak;ajk;ajkat;ajkak;főnév
ajaksíp;főnév
ajakír;főnév
ajatollah;főnév
Ajax;tulajdonnév
ajjaj;ajjajjaj;indulatszó
ajjaj;ajjajjaj;indulatszó
ajak;ajk;ajkat;ajkak;főnév
Ajka;tulajdonnév;földrajzinév
Ajna;tulajdonnév
Ajnácska;tulajdonnév
ajnároz;ige
azsúr;főnév
azsúroz;ige
ajser;melléknév
Ajtony;tulajdonnév
ajtó;ajtaja;főnév
ajtóbélés;főnév
ajtócska;főnév
ajtófél;ajtófélfa;főnév
ajtófél;ajtófélfa;főnév
ajtógomb;főnév
ajtókilincs;főnév
ajtónálló;főnév
ajtópánt;főnév
ajtószárny;főnév
ajz;ige
Ajád;tulajdonnév
ajándék;főnév
ajándékoz;ige
ajándékozó;főnév
ajánl;ige
ajánlat;főnév
ajánlatos;melléknév
ajánlkozik;ige
ajánlkozó;melléknév
ajánlott;melléknév
ajánlás;főnév
ajánló;melléknév
ajóka;szardella;főnév
Aka;tulajdonnév;földrajzinév
akad;ige
akadémia;főnév
akademice;határozószó
akadémikus;melléknév
akadt;melléknév
akadozik;ige
akadt;melléknév
akadály;főnév
akadályoz;ige
akadályoztat;ige
akadályozás;főnév
akadálytalan;melléknév
akadályverseny;főnév
akadályoztatás;főnév
akadék;főnév
akadékos;melléknév
akadékoskodik;ige
akadékoskodó;melléknév
akadémia;főnév
akadémiai;melléknév
akadémikus;melléknév
akantusz;főnév
akantusz;főnév
akar;ige
akarat;főnév
akaraterő;főnév
akaratlan;melléknév
akaratnyilvánítás;főnév
akaratos;melléknév
akaratoskodik;ige
akarattalan;melléknév
akarnok;főnév
akart;melléknév
akarás;főnév
akaró;melléknév
akaródzik;ige
akaszkodik;ige
akaszt;ige
akasztanivaló;melléknév
akasztó;főnév
akasztófa;főnév
akasztófahumor;főnév
akasztófavirág;főnév
akasztófáravaló;főnév
akasztós;melléknév
akatalektikus;melléknév
akatolikus;főnév
akatolikus;főnév
akazsú;főnév
akazsú;főnév
akceleráció;főnév
akcentus;főnév
akcentuáció;főnév
akcentuál;ige
akcentuált;melléknév
akcentáció;főnév
akcept;főnév
akceptábilis;főnév
